Name,Region,Municipality,URL,Latitude,Longitude
Σαραντάρι,Π.Ε. ΗΡΑΚΛΕΙΟΥ [36],Δήμος Χερσοννήσου,,,
Καλοί Λιμένες,Π.Ε. ΗΡΑΚΛΕΙΟΥ [36],Δήμος Φαιστού,,34.9317623,24.80192
Κόκκινος Πύργος,Π.Ε. ΗΡΑΚΛΕΙΟΥ [36],Δήμος Φαιστού,,35.0841348,24.7388051
Μάταλα,Π.Ε. ΗΡΑΚΛΕΙΟΥ [36],Δήμος Φαιστού,,34.9925331,24.7493779
Αγ. Νικόλαος 1/St. Nicolas Bay,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Αγ. Νικόλαος 2/Minos Palace,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Αγ. Νικόλαος 3/Minos Beach,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Αγ. Παντελεήμονας,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Αλμυρός,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,35.1756307,25.7078223
Αμμος / Μαρίνα,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Αμμος/Δημοτική,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,35.187008,25.7157464
Αμμουδάρα,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,35.1652616,25.7107553
Αμμούδι/Niko Seaside Resort & InterContinental Crete,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Δρήρος/Domes of Elounda,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Ελούντα /Porto Elounda,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Ελούντα 1/Elounda Blu,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Ελούντα/Elounda Mare,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Καραβοστάσι,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,35.1301732,25.7264079
Κιτροπλατεία,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,35.1890403,25.7209546
Μιραμπέλλο/Wyndham Grand Crete Mirabello Bay,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Πηγαϊδάκια Ελούντας/Elounda Village,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Πήλος/Istron Bay,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Πλάκα/Phaea Blue,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Πόρος 1/Elounda Bay Palace,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Πόρος 2/Elounda Beach,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Σπηλιάδα/Kalimera Kriti,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Σχίσμα,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,35.19001,25.679599
Χαβάνια 1/Candia Park Village,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Χαβάνια 2,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,35.213785,25.7113723
Χιόνα,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Αγίου Νικολάου,,,
Ανάληψη,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,35.0399497,25.9812819
Βάι/Φοινικόδασος,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,35.2554758,26.2603056
Βουρλιά,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,35.0409729,26.2335352
Κάτω Ζάκρος,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,35.0975254,26.262803
Κουρεμένος,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,35.2124878,26.2643794
Λαγούφα/Μικρή Πόλη Κρήτη,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,,
Λιμανάκι,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,,
Μακρύγιαλος-Λαγκούφα/Sunwing Makrigialos Beach,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,,
Σητεία 1-Γαλλικό/Sitia Beach,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,,
Σητεία 1/Γαλλικό,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,,
Χιόνα,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Σητείας,,35.1990676,26.2760241
Αγία Φωτιά,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,35.0244629,25.8747543
Γρα Λυγιά,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,35.0153689,25.6930915
Ιεράπετρα 1/Δημοτική,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,35.0080938,25.7391169
Ιεράπετρα 2/Δημοτική,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,35.0080938,25.7391169
Ιεράπετρα/Enorme Santanna Beach,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Καθαράδες/Numo Ierapetra,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Καθαράδες/Ostria Resort,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Κακή Σκάλα/Avra Palm,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Κοινοτική Πλαζ Μακρύγιαλου,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Κουτσουνάρι 2/Kakkos Bay,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Κουτσουνάρι-Αγ.Ιωάννης/Mare Blue & Village,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Κουτσουνάρι/Coriva Beach-Pelagos Seaside,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Κουτσουνάρι/Robinson Ierapetra,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,,
Μύρτος,Π.Ε. ΛΑΣΙΘΙΟΥ [51],Δήμος Ιεράπετρας,,35.0044953,25.5850509
Αμμούδες Φαληράκι/Mitsis Selection Alila,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Αμμούδες-Φαληράκι/ Elysium Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Αμμούδες-Φαληράκι/Rodos Palladium,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Αφάντου 2/Irene Palace,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Αφάντου 2/Port Royal,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Βλήχα/Lindos Grand Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Βληχά/Lindos Mare & Lindos Blu,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Γαλούνι Κοκκινόγια/Boutique 5 Hotel,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Γαλούνι Κοκκινόγια/Mayia Exclusive Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Γαλούνι Κοκκινόγια/Mitsis Rodos Village,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Γαλούνι Κοκκινόγια/Princess Adriana Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Γεννάδι/Gennadi Grand Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,36.0116117,27.9202439
Ιαλυσός/The Ixian Grand,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Ιξιά/Rhodes Βay Ηotel,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Καβουράκια/Ella Resorts,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Κιοτάρι 3/Rodos Princess Beach,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Κιοτάρι/Lindos Imperial Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Κολύμπια Α-Λιμανάκι/Atlantica Imperial,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Κολύμπια/Mythos Beach,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Κολύμπια/Μικρή Πόλη,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Λάρδος 1/Lindos Princess Beach,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Λάρδος 3/Lindian Village,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Λαχανιά/Atrium Prestige,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Λίνδος/Aquagrand Beach,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Μεγάλη Γη/Atlantica Dreams Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Πλημμύρι/Tui Magic Life Plimmiri by Atlantic,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Ρένη 1/Sunwing Kallithea Beach,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Ρένη Καλάθου/Atrium Palace,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Στεγνά/Porto Angeli,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Τριάντα Β/Sun Beach Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Τριάντα/Electra Palace Resort,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Φαληράκι 1/Esperides,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Φαληράκι 2/Amada Colossos,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Φαληράκι 3/Esperos Palace,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Φαληράκι 4/Καλυψώ,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Φαληράκι 5/Blue Sea,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Φαληράκι 5/Epsilon,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Φαληράκι-Καστράκι/Grecotel Lux Me Dama Dama,Π.Ε. ΡΟΔΟΥ [38],Δήμος Ρόδου,,,
Άκρο Χελώνας/Robinson Club Daidalos,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Βουνό/Mitsis,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Γουρνιάτης/Atlantica Beach Resort Kos,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Κέφαλος/Ikos Aria,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Κρητικά-Atlantis Hotel,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Λάμπη/Aqua Blu Hotel,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Λάμπη/Blue Lagoon,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Λάμπη/Pelagos Suites Hotel,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Μαρμάρι/Caravia Beach,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Μαρμάρι/Casa Paradiso,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Μπαμιαλίκι/Astir Odysseus,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Πευκοκεφαλή-Αγ. Φωκάς/Oceanis,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Τρούλος/Neptune Hotels,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Ψαλίδι/Mitsis Ramira,Π.Ε. ΚΩ [14],Δήμος Κω,,,
Δελαβόγια/Aneroussa Beach,Π.Ε. ΑΝΔΡΟΥ [1],Δήμος Άνδρου,,,
Αγκαθωπές,Π.Ε. ΣΥΡΟΥ [7],Δήμος Σύρου-Ερμούπολης,,37.3853571,24.8810941
Αζόλιμνος,Π.Ε. ΣΥΡΟΥ [7],Δήμος Σύρου-Ερμούπολης,,37.4121925,24.9630505
Βάρη,Π.Ε. ΣΥΡΟΥ [7],Δήμος Σύρου-Ερμούπολης,,37.3983488,24.9467109
Γαλησσάς,Π.Ε. ΣΥΡΟΥ [7],Δήμος Σύρου-Ερμούπολης,,37.4212437,24.8818173
Κίνι,Π.Ε. ΣΥΡΟΥ [7],Δήμος Σύρου-Ερμούπολης,,37.4466303,24.9011205
Μεγάλος Γυαλός,Π.Ε. ΣΥΡΟΥ [7],Δήμος Σύρου-Ερμούπολης,,,
Φοίνικας,Π.Ε. ΣΥΡΟΥ [7],Δήμος Σύρου-Ερμούπολης,,37.3993744,24.8789018
Γιαλισκάρι,Π.Ε. ΚΕΑΣ-ΚΥΘΝΟΥ [4],Δήμος Κέας,,37.6625231,24.3215201
Κούνδουρος,Π.Ε. ΚΕΑΣ-ΚΥΘΝΟΥ [4],Δήμος Κέας,,37.5766975,24.2824079
Οτζιάς,Π.Ε. ΚΕΑΣ-ΚΥΘΝΟΥ [4],Δήμος Κέας,,37.6751917,24.3521955
Ποίσσες,Π.Ε. ΚΕΑΣ-ΚΥΘΝΟΥ [4],Δήμος Κέας,,37.5991712,24.278406
Λιβάδια,Π.Ε. ΠΑΡΟΥ [4],Δήμος Πάρου,,37.1198491,25.216979
Λογαράς,Π.Ε. ΠΑΡΟΥ [4],Δήμος Πάρου,,37.0324307,25.2545794
Μάρπησσα/Χρυσή Ακτή,Π.Ε. ΠΑΡΟΥ [4],Δήμος Πάρου,,,
Πούντα,Π.Ε. ΠΑΡΟΥ [4],Δήμος Πάρου,,37.0381396,25.1013183
Αγ. Γεώργιος,Π.Ε. ΘΗΡΑΣ [10],Δήμος Θήρας,,36.461866,25.3835979
Βλυχάδα,Π.Ε. ΘΗΡΑΣ [10],Δήμος Θήρας,,36.3383989,25.4351909
Καμάρι 1,Π.Ε. ΘΗΡΑΣ [10],Δήμος Θήρας,,36.3761502,25.4806336
Καμάρι 2,Π.Ε. ΘΗΡΑΣ [10],Δήμος Θήρας,,36.3761502,25.4806336
Μονόλιθος,Π.Ε. ΘΗΡΑΣ [10],Δήμος Θήρας,,36.410413,25.4811567
Περίβολος,Π.Ε. ΘΗΡΑΣ [10],Δήμος Θήρας,,36.3441005,25.4628175
Περίσσα,Π.Ε. ΘΗΡΑΣ [10],Δήμος Θήρας,,36.3569274,25.4738666
Μαγγανάρι,Π.Ε. ΘΗΡΑΣ [10],Δήμος Ιητών,,36.6609747,25.3734866
Μυλοπόταμος,Π.Ε. ΘΗΡΑΣ [10],Δήμος Ιητών,,36.7145676,25.2987152
Όρμος,Π.Ε. ΘΗΡΑΣ [10],Δήμος Ιητών,,36.6911687,25.3858888
Καμάρες,Π.Ε. ΜΗΛΟΥ [2],Δήμος Σίφνου,,36.9884884,24.6753626
Πλατύς Γιαλός,Π.Ε. ΜΗΛΟΥ [2],Δήμος Σίφνου,,36.9318485,24.7290372
Γλυκόριζα,Π.Ε. ΣΑΜΟΥ [3],Δήμος Ανατολικής Σάμου,,,
Δόρυσσα/Ποτοκάκι,Π.Ε. ΣΑΜΟΥ [3],Δήμος Ανατολικής Σάμου,,37.6899296,26.9283654
Ποτάμι,Π.Ε. ΣΑΜΟΥ [3],Δήμος Δυτικής Σάμου,,37.7897959,26.6661112
Αγ. Παρασκευή,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.3803021,26.0713574
Αγ. Φωτεινή,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,,
Αγιάσματα,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.5866437,25.9369965
Άγιος Ισίδωρος,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.5039396,25.8574206
Γιόσωνας,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.5655461,26.076797
Γωνιά,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.3703735,26.1376638
Δασκαλόπετρα,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.422223,26.1342503
Δημοτική Πλαζ Χίου,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,,
Καρφάς,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.3202789,26.1519534
Κοντάρι,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,,
Κώμη,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.2020603,26.042852
Λήμνος,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.4734892,25.9106765
Λιθί,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.3311315,26.0003043
Μέγας Λιμιώνας,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,38.3003573,26.1417853
Όρμος Λω,Π.Ε. ΧΙΟΥ [15],Δήμος Χίου,,,
Αγ. Ισίδωρος,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,38.9685447,26.3928403
Άγιος Ερμογένης,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,39.0164554,26.5424351
Βοτσαλάκια - Σκάλα Νέων Κυδωνιών,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,,
Ευρειακή Γέρας,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,,
Κανόνι Θέρμης,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,39.1750516,26.50382
Κράτηγος - 1η Καντίνα,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,,
Κράτηγος - 2η Καντίνα,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,,
Παραλία Χαραμίδα,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,39.0216202, 26.5564404
Σκάλα Μυστεγνών,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,,
Ταρσανάς,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,,
Τάρτι,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,38.9771998,26.4902312
Τσαμάκια,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,39.1089323,26.5630325
Φάρα,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,38.9750473,26.4828277
Χαραμίδα,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Μυτιλήνης,,39.0219624,26.5489274
Άναξος,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.3176504,26.1481914
Βαθύ Κριτήρι,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.102891,26.0871136
Βατερά,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.020367,26.1975125
Γαβαθάς,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.2407581,25.9831856
Εφταλού/Αγ. Ανάργυροι,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,,
Κάγια,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.3741325,26.311716
Καλό Λιμάνι,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.2934011,26.0435625
Μεντούσι,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,,
Μόλυβος,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.3685079,26.1737266
Νυφίδα,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.0863529,26.1327308
Πέτρα,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.3273701,26.1755616
Πλαζ Σιγρίου,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,,
Σκάλα Ερεσού,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.1351461,25.931289
Σκάλα Καλλονής,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.2060616,26.2106501
Σκάλα Πολιχνίτου,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.1006143,26.1692052
Ταβάρι,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.1089749,25.9920446
Τσόνια,Π.Ε. ΛΕΣΒΟΥ [31],Δήμος Δυτικής Λέσβου,,39.3688513,26.3549132
Άγιος Ιωάννης,Π.Ε. ΛΗΜΝΟΥ [5],Δήμος Λήμνου,,39.9085483,25.0720659
Εβγάτης-Ζεματάς,Π.Ε. ΛΗΜΝΟΥ [5],Δήμος Λήμνου,,39.8498958,25.125289
Θάνος,Π.Ε. ΛΗΜΝΟΥ [5],Δήμος Λήμνου,,39.8554827,25.0865288
Πλατύ,Π.Ε. ΛΗΜΝΟΥ [5],Δήμος Λήμνου,,39.8606708,25.0722356
Ρηχά Νερά,Π.Ε. ΛΗΜΝΟΥ [5],Δήμος Λήμνου,,39.8854594,25.0627838
Μαρίνα Πόρτο Καρράς,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [3],Δήμος Σιθωνίας,,,
Μαρίνα Σάνη,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [3],Δήμος Κασσάνδρας,,40.0985679,23.3107996
Μαρίνα Miraggio,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [3],Δήμος Κασσάνδρας,,39.9290089,23.7072684
Τουριστικό Καταφύγιο Λιναριάς Σκύρου,Π.Ε. ΕΥΒΟΙΑΣ [1],Δήμος Σκύρου,,,
Μαρίνα Κλεοπάτρα,Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ [1],Δήμος Ακτίου-Βόνιτσας,,,
Μαρίνα Πρέβεζας,Π.Ε. ΠΡΕΒΕΖΑΣ [1],Δήμος Πρέβεζας,,38.9611534,20.7574329
Μαρίνα Γουβιών,Π.Ε. ΚΕΡΚΥΡΑΣ [2],Δήμος Κεντρικής Κέρκυρας και Διαποντίων Νήσων,,39.6486301,19.856568
Μαρίνα Μπενιτσών,Π.Ε. ΚΕΡΚΥΡΑΣ [2],Δήμος Κεντρικής Κέρκυρας και Διαποντίων Νήσων,,39.5465929,19.9135257
Μαρίνα Λευκάδας,Π.Ε. ΛΕΥΚΑΔΑΣ [1],Δήμος Λευκάδας,,38.8289093,20.7110996
Μαρίνα Αγ. Νικολάου,Π.Ε. ΛΑΣΙΘΙΟΥ [1],Δήμος Αγ. Νικολάου,,35.1865745,25.7184673
Μαρίνα Ρόδου,Π.Ε. ΡΟΔΟΥ [1],Δήμος Ρόδου,,36.4084386,28.229251
Μαρίνα Κω,Π.Ε. ΚΩ [1],Δήμος Κω,,36.8903958,27.301741
Μαρίνα Λέρου,Π.Ε. ΚΑΛΥΜΝΟΥ [1],Δήμος Λέρου,,37.1565812,26.8517541
Ikos Blue,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Ikos Grecale,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Ikos Maestro,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Ikos Mare,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Ikos OdySea,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Ikos Wind,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Rivammos,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Sani Cat,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Sani Dream,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Sani Grace,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Sani Riva,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Sani Swan,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Sani Vibe,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Styx,Π.Ε. ΧΑΛΚΙΔΙΚΗΣ [14],All Inblusive [14],,,
Oaseas,Π.Ε. ΚΕΡΚΥΡΑΣ [2],GENESEAS Yachting [2],,,
Feeling Nauti,Π.Ε. ΚΕΡΚΥΡΑΣ [2],GENESEAS Yachting [2],,,
